start	end	text
1263700	1263880	Ja
1263880	1264000	Ja
1265520	1265680	Ja
1265680	1265700	Ja
1265700	1265700	
1265700	1265700	
1265700	1265700	
1265720	1265720	
1265720	1265980	Ja
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1265960	1265960	
1286900	1287280	Ja
1288280	1288940	Ja
1288940	1288960	Ja
1289920	1289940	Ja
1289940	1289940	
1289940	1289940	
1289940	1289940	
1289940	1289940	
1289940	1289940	
1289940	1289940	
1289940	1289940	
1289940	1290180	Ja
1300640	1301300	Ja
1301300	1301680	Ja
1301680	1301680	
1301680	1301760	Ja
1301760	1301860	Ja
1301860	1302300	Ja
1302300	1302300	
1302300	1302300	
1302300	1303340	Ja
1303340	1303340	
1304260	1304920	Ja
1304920	1305320	Ja
1305320	1305720	Ja
1305720	1305720	
1305720	1305720	
1305720	1306800	Ja
1306800	1306800	
1306800	1306800	
1307540	1308200	Ja
1308200	1308420	Ja
1308420	1308420	
1308420	1308580	Ja
1308580	1308580	
1308580	1308640	Ja
1308640	1308640	
1308640	1308640	
1308640	1308640	
1308640	1308640	
1308640	1308660	Ja
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308660	
1308660	1308740	Ja
1308740	1308740	
1308740	1308740	
1308740	1308740	
1308740	1308740	
1308740	1308740	
1308740	1309060	Ja
1309060	1309060	
1309060	1309060	
1309060	1309140	Ja
1309140	1309140	
1309140	1309260	Ja
1309260	1309260	
1309260	1309320	Ja
1309320	1309320	
1309320	1309660	Ja
1316900	1317260	Slutt
1317260	1317900	Det er jo
1317900	1321420	Det at først må vi jo kanskje snakke om den krig
1321460	1323340	! Hva gjorde under krigen?
1323340	1326300	Vil du ha det med?
1326300	1326420	Ja
1326420	1329720	Ja du kan sette opp de store linjene og så
1331120	1331560	!
1331560	1336000	Ha det og så kan jo det være en egen ting etter hvert tenker jeg
1336000	1338120	Fordi det har jeg jo litt lyst til å grave litt i
1338120	1338140	! Ja
1338140	1338320	Ja
1338320	1339600	Men det trenger jeg ikke gjøre det nå
1339600	1343620	Ok men jeg kan bare ta det nå i det løpet
1343620	1343840	Ja
1343840	1344820	Fordi når
1344820	1345140	Altså jeg vet ikke
1345140	1347340	Hun slutta på skolen
1348720	1351580	Nei nå vet jeg hvorfor skolen var i Wales
1351580	1352600	Den
1352600	1354160	Jeg vet ikke hvor den var opprinnelig
1354160	1356280	Men den ble evakuert til Wales
1356280	1357020	Ja
1357020	1357880	Skjønner
1357880	1358080	Ja
1358080	1359640	Fordi det var en helvete som en bomby
1359640	1360380	Fordi
1360380	1360720	Ja
1360720	1362680	Det må det være
1362680	1365800	Og at hun avslutta skolen under krigen
1365800	1366060	Ja
1366060	1368060	Og verva seg direkte
1368060	1368460	Ja
1368460	1368980	I
1368980	1370820	The Rennes
1370820	1371100	Ja
1372740	1374380	Women's at Royal
1375700	1376640	Navy Service
1376640	1377640	Noe sånt
1377640	1377880	Mhm
1378740	1379920	Og der
1379920	1381060	Og det er jo det vi
1381700	1383160	Etter hvert fant ut
1383160	1385020	Ved hjelp av de i Australia
1385020	1385600	Mhm
1385600	1387220	Så fant vi jo ut
1388020	1389740	Etter mange mange år
1389740	1390680	Og etter å dø
1390680	1392820	Hva hun egentlig drev med
1392820	1393220	Mhm
1393220	1394080	Under krigen
1394080	1395580	For det var de veldig norskjerrige på
1395580	1396000	Mhm
1396000	1397600	Og de kunne
1397600	1399220	Og de brukte meg som redskap
1399220	1399740	For jeg var
1399740	1401120	Hennes eldste
1401120	1401560	Mhm
1401560	1403440	Og var den eneste som kunne ta ut
1404420	1405080	Hennes
1405080	1406320	AMI
1406320	1406740	Ja
1406740	1407520	Eller hennes
1407520	1408720	Record
1408720	1409180	Ja
1409180	1410100	Military record
1410100	1410720	Men
1410720	1410860	Men
1412550	1413750	Hvor gammel
1413750	1415210	Var hun
1415210	1416430	Når hun vervet seg
1416430	1416970	Det var
1416970	1418570	Hun har vært 17-18 år
1418570	1418790	Ja
1418790	1419730	Og det var i 44
1419730	1420310	Ikke sant
1420310	1420750	Sånn
1421270	1421450	Ja
1421450	1422170	Jeg tror det var
1422170	1422930	Jeg har lest i
1422930	1423730	Records
1423730	1424090	Ja
1424930	1425750	Sånn at
1425750	1426290	Mhm
1426290	1428230	Og det vi etter hvert forstod
1428230	1429330	At hun var
1429330	1431510	Hun vil jo aldri fortelle
1431510	1432390	Hva hun egentlig gjorde
1432390	1433010	Under krigen
1433010	1433710	Nei
1433710	1434390	Det fikk vi jo
1434390	1436650	Da var hun veldig kryptiske
1436650	1438370	I svarene sine bestandig
1438370	1438750	Mhm
1438750	1439950	Og da svarte hun alltid
1439950	1440450	Liksom nei
1440450	1441410	Hun drev litt sånn
1442030	1443210	Hun var et ledd inn
1443210	1443810	Og kodet
1443810	1445390	Og opplegg
1445390	1448030	Men hvor godt husker du det
1448030	1448910	Egentlig
1448910	1449950	At vi spørte hun
1449950	1450250	Ja
1450250	1450710	Ja
1451290	1451310	Fordi
1451850	1452910	Det gjorde vi
1452910	1453470	Jeg vet
1453470	1453830	Men
1454510	1455850	Og det kan være
1455850	1457470	Adlerfamilien som har spurt
1457470	1458190	For eksempel
1458190	1458850	Eller andre
1458850	1459170	Ja
1459170	1460210	Og så svarte hun
1460210	1461650	Men du vet jo hvorfor
1461650	1462530	Ja
1462530	1463950	For hvor vi ikke visste det selv
1463950	1464690	Ja
1465330	1466050	Ikke sant
1466050	1466310	Ja
1466310	1466750	Du visste ikke
1466750	1467290	Nei
1467290	1468930	Det var ingen som visste det
1468930	1469930	Etter å dø
1469930	1470610	Nei
1470610	1471610	Så kom det fulle
1471610	1471970	Ja
1471970	1472630	Ikke sant
1472630	1474770	Hun visste ikke egentlig hva hun drev med
1474770	1475790	Hun visste jo hva hun gjorde
1475790	1476530	Men hun visste ikke
1476530	1477590	The scope
1477590	1478210	Nei
1478210	1479350	Og hvor viktig det var
1479350	1479970	Og det var jo kluet
1479970	1480510	Ja ja
1480510	1481770	Det var jo helt
1481770	1483630	Hun bare gjorde en jobb liksom
1483630	1484070	Ja
1484070	1485550	Som hun skjønte var
1485550	1485770	Ja
1485770	1486650	Viktig
1486650	1487230	Men at
1488750	1490510	At de hadde
1491670	1492610	Krakka enigma
1492610	1494630	Og brukte det aktivt i krigen
1494630	1495630	I flere år liksom
1495630	1496690	Det hadde ikke de penger på
1496690	1497070	Nei nei
1497070	1497510	Så
1497950	1498350	Ja
1498350	1499370	Men da kan vi jo
1499370	1500230	Da har vi jo røpet
1500230	1502170	At hun var en del av enigma
1502630	1503030	Mhm
1503510	1505410	Og det var det hun egentlig holdt på med
1505410	1505890	Mhm
1506490	1508190	Og at hennes navn nå
1509210	1509610	Står
1510990	1511390	I
1511390	1512070	Bletchley Park
1512070	1513050	I Bletchley Park
1513050	1513410	I England
1513410	1515010	Så dette kan vi jo ikke si
1515010	1516290	Vi behøver ikke si så mye med
1516290	1517290	Det eneste var at hun
1517290	1518110	Holdt på
1519210	1519610	I
1519610	1519710	I
1519710	1520370	I
1520370	1520370	
1520370	1520390	I
1520390	1520430	I
1520430	1520430	
1520430	1520430	
1520430	1520950	I
1520950	1521090	I
1521090	1521090	
1521090	1521150	I
1521150	1521150	
1521150	1521230	I
1521230	1521290	I
1521290	1521290	
1521290	1521290	
1521290	1521350	I
1521350	1521350	
1521350	1521350	
1521350	1521390	I
1521390	1521390	
1521390	1521410	I
1521410	1521590	I
1521590	1521590	
1521590	1521590	
1521590	1521590	
1521590	1521650	I
1523050	1523450	I
1523450	1525870	I
1554110	1555130	Da var hun bare
1555130	1556570	Da var hun i 20-årene
1556570	1557690	Tidlig i 20-årene
1557690	1557970	Mhm
1558570	1559530	Og jobba
1560090	1561610	Blant annet for noe som heter
1561610	1563130	British Color Council
1563130	1563530	Ja
1563530	1563650	Ja
1563650	1564630	Det husker jeg jo sånn
1564630	1565590	Jeg var veldig stolt da
1565590	1565930	Ja
1568130	1568610	Og
1568610	1568770	Og
1568770	1569670	Og lært
1570250	1570890	Hadde en
1570890	1571210	En
1572390	1574130	Utviklet en fargesans der
1574130	1574490	Mhm
1574490	1575790	Hun var veldig god med farger
1575790	1577010	Hun var god til å tegne
1577010	1577390	Mhm
1578930	1580130	Veldig god til å tegne
1580130	1580870	Blant annet
1580870	1581350	Ja
1581350	1583410	Hun måtte føle seg i en rekke da
1583410	1583610	Ja
1583610	1584230	Det er litt køy
1585170	1585750	Så
1586430	1590690	Må han jo fortelle at den godeste Oliver Dahlund da
1591750	1592330	I
1593070	1593650	45
1595770	1597550	Må jo vært før selvfølgelig
1598530	1599630	Da hadde han
1599630	1601330	Og han var fortsatt i India
1601330	1601850	Mhm
1602670	1604470	Hadde da gifta seg med
1604470	1605450	Cynthia
1605450	1606470	Ja
1607670	1608830	Hennes stemor
1608830	1609150	Mhm
1609150	1611310	Som hun aldri hadde sett
1612750	1614630	Og der fikk de Christopher
1614630	1615250	Ja
1615250	1615890	I 45
1615890	1616690	I India
1616690	1617070	Mhm
1617070	1618490	Rett etter det
1618490	1620310	Flyttet de til Kenya
1620310	1620750	Mhm
1620750	1624170	Så da var han bosatt etter krigen i Kenya
1624170	1624750	Mhm
1624750	1627890	Og han må jo ha et en eller annen jobb
1627890	1629590	Knyttet til militæret
1629590	1631570	Det sier sikkert Chris nå
1631570	1633650	Vi bør ikke noe om hvis det er relevant
1633650	1634130	Mhm
1634130	1635070	Hvis ikke så
1635070	1637050	Men i hvert fall så var han der
1637050	1637470	Mhm
1637470	1638850	Og så fikk hun brev
1639470	1641510	I 1952
1641510	1642590	Fra Cynthia
1643430	1646090	Som ba hun komme ut på en ferie
1646090	1647230	I 1952?
1647550	1647770	Ja
1647770	1648330	Ja
1648330	1650750	Så så jeg ikke faren sin på veldig lenge
1650750	1651850	Nei
1651850	1653630	Det gikk lenge mellom hver gang
1653630	1653910	Ja
1653910	1655510	Men de skrev jo brev hele tiden
1655510	1655870	Ja
1655870	1656010	Ja
1656010	1656550	Selvfølgelig
1656550	1656990	Hun skrev
1656990	1657650	Skrev sted eller
1657650	1658710	Brev?
1658850	1659370	Nei
1659370	1660070	Nei
1660070	1662110	Men det står jo i de dagbøkene
1662110	1664090	At hun skrev brev hele tiden
1664090	1664470	Ja
1664470	1664550	Ja
1664550	1665690	Voldsomt å skrive brev
1665690	1665990	Ja
1665990	1666010	Ja
1666010	1666010	
1666810	1668210	Så de skrev
1668210	1670530	Så Cynthia skrev til hun
1670530	1672190	Og ba hun komme ut
1672190	1675010	Så bestemål tok ikke med de brev fra Kenya?
1675330	1675730	Nei
1675730	1676050	Nei
1676050	1677190	For det ble så mye å døste
1677970	1678450	Ja
1678450	1678550	Ja
1679190	1679450	Ja
1679450	1680370	Ja
1680370	1680550	Ja
1680550	1681490	Ja
1681490	1681570	Ja
1681570	1681570	
1681570	1681590	Ja
1681590	1681690	Ja
1681690	1681770	Ja
1681770	1681770	
1681770	1681810	Ja
1681810	1681810	
1681810	1681810	
1681810	1681810	
1681810	1681850	Ja
1681850	1681850	
1681850	1681930	Ja
1681930	1681930	
1681930	1681930	
1681930	1681930	
1681930	1681970	Ja
1681970	1682010	Ja
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682010	
1682010	1682090	Ja
1682090	1682090	
1682090	1682090	
1682090	1682090	
1682090	1682170	Ja
1682170	1682170	
1682170	1682170	
1682170	1682170	
1682170	1682170	
1682170	1682170	
1682170	1682170	
1682170	1683030	Ja
1683030	1683030	
1683030	1683230	Ja
1687250	1687610	Ja
1687610	1687630	Ja
1687630	1687650	Ja
1687650	1687970	Ja
1688410	1688770	Ja
1688770	1688850	Ja
1688850	1688910	Ja
1690510	1690870	Ja
1690870	1691010	Ja
1691010	1691350	Ja
1691350	1691410	Ja
1691410	1692010	Ja
1692010	1692030	Ja
1692030	1692250	Ja
1692250	1692690	Ja
1692690	1692810	Ja
1692810	1692810	
1692810	1692970	Ja
1692970	1693070	Ja
1693070	1693090	Ja
1693090	1693210	Ja
1694290	1694650	Ja
1695030	1695390	Ja
1695390	1695550	Ja
1695550	1695850	Ja
1695850	1696210	Ja
1696210	1696370	Ja
1696370	1696410	Ja
1696410	1696610	Ja
1696610	1696610	
1697550	1697910	Ja
1697910	1697990	Ja
1697990	1698110	Ja
1698110	1698110	
1698690	1699050	Ja
1699050	1699250	Ja
1699250	1699270	Ja
1699270	1699270	
1699270	1699350	Ja
1699350	1699350	
1699730	1700090	Ja
1700090	1700090	
1700090	1700250	Ja
1700250	1700270	Ja
1700270	1700270	
1700270	1700710	Ja
1700710	1700870	Ja
1700870	1700870	
1700870	1700910	Ja
1700910	1701410	Ja
1702430	1702790	Ja
1702790	1702790	
1702790	1703170	Ja
1703170	1703170	
1703590	1703950	Ja
1703950	1703950	
1704630	1704990	Ja
1704990	1704990	
1709390	1709750	Ja
1709750	1709750	
1709750	1709750	
1709750	1709750	
1709750	1709990	Ja
1709990	1709990	
1709990	1709990	
1709990	1709990	
1712750	1713110	! Ja
1713110	1713170	! Ja
1713170	1713170	
1713170	1713170	
1713170	1713210	Ja
1713210	1713210	
1698230	1698230	
1713210	1716610	Ja, men du sa jo at de var bestemor i det.
1716610	1720870	Ja, bestemor sa opp den jobben og reiste antakeligvis, eller om hun hadde ferie fra de, det vet jeg ikke.
1721470	1721830	! Ja, ja, ja, ja. Men hun...
1721830	1724350	! Men mens hun jobbet i bitterskalet, det må ha vært det. Ja.
1726050	1726730	! Ja, ja.
1726730	1730370	! Ja, ja.
1730470	1730470	
1731790	1732030	Ja, ja.
1732030	1733130	Ja, ja.
1733130	1735090	Ja, ja.
1735150	1735770	Ja, ja.
1736010	1736470	Ja, ja.
1736470	1736510	Ja, ja.
1736510	1736510	
1736510	1736510	
1736510	1736710	Ja, ja.
1736710	1736710	
1736710	1737590	Ja, ja.
1737630	1737630	
1737630	1737630	
1737630	1737630	
1737630	1737630	
1738070	1738270	Ja, ja.
1741090	1741730	Ja, ja, ja.
1742190	1743010	Ja, ja, ja.
1743010	1744750	De hadde veninner, da. Ja, ja.
1745690	1745950	Ja, ja.
1745950	1746950	Masse veninner. Ja.
1747970	1748130	Ja.
1748130	1753910	Neida, men det var den der etterkrigstiden, hvor alt var lett, og det var rasjonering, og det var...
1753910	1758090	De var sikkert glad for livet de fikk, og...
1758090	1759430	Ja, ja.
1760010	1760370	Så...
1760370	1764230	Du var jo en veldig nøkteren type, da, det er jo helt sikkert. Ja.
1764530	1764730	Ja.
1764930	1767030	Hun drev jo ikke og var gærne, liksom.
1767130	1769590	Nei, jeg ser ikke helt det for meg. Nei.
1769970	1772870	Er det noe annet å si enn hva han Jakob har på med? Ja, klart det.
1773010	1773430	Ja.
1773430	1774930	Han var jo en helt annen type. Ja.
1776150	1776410	Ja.
1776490	1777050	Så...
1777050	1778390	Nei, altså...
1779190	1779770	Så...
1779770	1781010	Var det...
1783190	1784150	Nede der, ja.
1784550	1785070	Og så...
1785070	1786970	Man har jo snakket om Cynthia igjen, da.
1787270	1788690	Som jeg vet jobbet.
1788970	1791310	Og det sier også Chris noe om.
1791650	1791790	Mhm.
1793110	1796710	Med å ta prøver av melk rundt på forskjellige farmer.
1797230	1798650	Cynthia jobbet med deg? Ja.
1798890	1799010	Ja.
1799010	1799030	Ja.
1799530	1803830	Og det var sikkert, ja, sikkert sånn som mattilsynet gjør i dag, ikke sant?
1804330	1805130	Det måtte jo der.
1805450	1805570	Mhm.
1806330	1807170	Og da...
1807730	1809570	Var hun med på de rundene.
1809870	1809970	Mhm.
1811530	1817090	Og så har da Jakob Rebenssen en versjon av når han så hun for første gang.
1817770	1819730	for da kom hun sammen med Cynthia.
1819970	1820130	Mhm.
1820430	1821370	Inn i et fjøs.
1821690	1826810	Hvor han da sto med armen langt oppi i røya på en kul.
1828050	1828170	Ja.
1829570	1830010	Haha.
1831230	1832670	Det var den ene versjonen.
1833330	1835450	Ok, og da sa best noe app, eller?
1835650	1838630	Jeg aner ikke, men det var der de traff hverandre.
1838930	1838970	Ja.
1839230	1840810	Via Cynthia's jobb.
1840930	1841410	Ja, jeg skjønner.
1842830	1843390	Ja.
1843390	1843390	
1843390	1844910	Og da er vi kommet til liksom...
1844910	1846710	Men finnes det en annen versjon da, eller?
1847290	1854410	Han påstår at de møtte hverandre på resorten på Malindi langs kysten, hvor han stupt inn i hjertehuset.
1855270	1855270	
1855270	1856230	Så det var jo bare tull.
1856570	1856690	Ja.
1857450	1857570	Mhm.
1858610	1861750	Men så hadde de bestemåret confirm the facts, liksom?
1862470	1863890	Og bare...
1863890	1865050	Åh, Gud, ja.
1865430	1865910	Mannsjens.
1866250	1867070	Ja, selvfølgelig.
1869030	1869510	Ja.
1870270	1870510	Ja.
1870510	1872350	Så, nei da, så da...
1872890	1879130	I hvert fall det som er litt morsomt da, er at det tok bare 3-4 måneder, så var de gift.
1879470	1879730	Mhm.
1881110	1881310	Ja.
1881550	1887270	Så det var jo sånn bråforelskelse som da endte i ekteskap.
1887510	1888290	Men da...
1888290	1888790	Men...
1888790	1889810	Ja, og når er gift av disse?
1890050	1890510	52.
1890970	1891990	Og du er født i 54?
1892290	1892330	Mhm.
1892330	1892730	Ja.
1894510	1894590	Mhm.
1895450	1895670	Mhm.
1895670	1895990	Og da...
1895990	1896950	Men de gifta...
1898930	1900290	Hvorfor gifta de seg så fort?
1900370	1901550	Var det fordi det var det man gjorde?
1902470	1906530	Eller fordi de bare liksom gjorde de ren forelskelse, eller?
1906830	1907510	Jeg vet jo noe.
1907690	1907950	Nei.
1908370	1909110	Jeg vet jo noe.
1909290	1910930	Men det var jo litt mer...
1912410	1915110	Vanlig å gifte seg på den tiden der, når man liksom fant den.
1915130	1915630	Det var det.
1915790	1915930	Ja.
1916690	1918450	Og så skulle jo egentlig hjem.
1918790	1919030	Ja.
1919450	1920410	Selv om de var gift?
1921090	1921490	Nei.
1921630	1921830	Nei.
1921930	1923190	Men vet du vet, da ble hun der.
1923510	1923850	Ja, ja.
1924070	1924670	Ja, ikke sant.
1924870	1928330	Men han pleide å kalle seg selv for her last chance in Africa.
1930070	1930550	Hvorfor det?
1931430	1937650	Jo, for ellers så måtte hun hjem, så da gifta hun seg med han i stedet, og da bare blåstod han, vet du.
1938030	1938030	
1939230	1939230	
1939230	1939430	jo.
1940890	1941290	Ja.
1941570	1942770	Så det sa han bare på tull.
1942970	1943070	Ja.
1943530	1945870	Hun ble jo litt irritert, når han sa det.
1946210	1946210	
1948210	1948610	Ja.
1948610	1948750	Ja da.
1949310	1951810	De hadde et veldig godt forhold, de to.
1952030	1952110	Ja.
1952110	1952590	Ja, koselig da.
1952590	1952590	
1952710	1952830	Ja.
1952830	1956090	På tross av at han var som han var.
1956530	1958090	De var nok glad i hverandre, ja.
1958250	1958430	Ja.
1958430	1958450	Ja.
1961290	1961690	Ja.
1961690	1961690	
1961690	1967310	Og så forteller hun det at når hun traff ham da, og det da er for en følelse av hvilket liv han egentlig levde,
1968550	1971470	at da kjøpte han seg en ny skjorte hver dag.
1972730	1975850	Altså, når han skulle bytte skjorte, så tok han på seg en ny.
1976410	1977310	Ja, hvorfor det?
1977830	1979350	Nei, for han gadde jo ikke å vaske den.
1980050	1981110	Ja, før han traff ham.
1981550	1981730	Ja.
1982090	1983390	Det var helt sjokkert.
1983450	1984010	Ja, sånn da.
1984390	1985010	Ja, ja, ja.
1985530	1985530	
1986590	1987050	Over han?
1987530	1987650	Ja.
1987650	1987770	Ja.
1988470	1988750	Ja.
1991270	1991550	Ja.
1991550	1996610	Så det antageligvis, som Svein sier, så var det veldig billig å få en ny skjorte der nede.
1996750	1997950	Den ble sydd på et blunk.
1998870	2000390	Mest sannsynlig var det sånn.
2000910	2005370	Men han var jo ikke veldig flink med penger.
2005610	2006310	Nei, nei, nei.
2007270	2011370	Så det, de var en god match der, for hun tok jo over øyeblikkelig.
2011650	2011750	Mm.
2013150	2015110	Så det er det jeg vet.
2015350	2019770	Derfor kom de sammen ut Kenya.
2020110	2023910	Og så kom jeg i desember 1954.
2024310	2024410	Mm.
2024750	2026410	De gifte av er 52, altså du.
2027230	2031650	Og hvor, men når de var sammen som gift, hvor bodde de da?
2032390	2033490	Det vet jeg ikke.
2033830	2034070	Nei.
2035770	2039530	Men de hadde masse kontakt med Oliver og Cynthia.
2040390	2040550	Ja.
2043170	2046170	Og, og også da var, da var jo Chris der.
2046350	2049570	Han var da, skal vi se, syv år når de gifta seg.
2049570	2050090	Ja.
2050470	2052470	Tony var fem.
2053030	2053150	Mm.
2054050	2054090	Mm.
2054510	2057290	Så da ble den relasjonen skapt.
2057550	2057610	Mm.
2060250	2060890	Ja.
2061170	2064750	Så, det var det.
2065190	2065310	Mm.
2067130	2074970	så kan jeg ikke si så mye om, om, fra 1954 og frem til det jeg husker mest ifra.
2074970	2081710	å ha, enn at jeg vet at i 1954 var det fullt Malmø-opprør.
2081710	2082350	Ja.
2083030	2083490	Ja.
2083670	2084310	Ja.
2084310	2084330	Ja.
2084870	2087150	Vi kan bare ta litt pause til nå.
2087310	2087350	Ja.
2087770	2089230	Nå du ikke blir så sliten, da.
2089230	2090610	så, check jeg.
