start	end	text
1440200	1441320	Så hadde vi masse...
1441320	1442020	Hadde vi flere...
1442020	1442900	Mange kaniner.
1443580	1443660	Ja.
1443920	1444920	Egne kaniner.
1444920	1448560	Som var i bur som var så høyt over bakken.
1448740	1448920	Ja.
1449080	1449800	Så det ikke skulle bli tatt.
1449940	1450080	Ja.
1450840	1452040	Og det spiste vi også.
1452280	1453760	Jeg har spist mye kanin som unge.
1454000	1454380	Ja, var det det?
1454560	1456880	Og da lagde hun rabbit stew.
1457300	1457480	Ja.
1458520	1458780	Nei.
1459060	1459680	Var det godt eller?
1460020	1460320	Ja.
1460720	1460820	Mhm.
1461280	1462240	Kanin er jo godt.
1462440	1463320	Ja, vi spiste det.
1463420	1464740	Nei, det er veldig magert.
1464880	1465360	Blant annet.
1465500	1467040	Ja, det er typisk.
1467040	1468940	Ja, det hadde vi.
1469020	1472820	Ja, det fikk vi lov å se på når de drev å tilbredte det.
1472860	1474520	Det er jo en vanlig mål-liv da.
1474560	1474560	
1474720	1474960	Ja, ja, ja.
1475380	1477780	Så hadde vi to bikker.
1480120	1481040	To sjefere.
1481820	1484280	En Zipp, som var familiehund.
1484440	1486900	Og så hadde vi Elsa, som ikke var det.
1487200	1490840	Hun var guard dog.
1490840	1491940	og nettene spesielt.
1492020	1493560	Hun var rett og slett tren til det.
1493800	1493880	Mhm.
1495020	1496120	Så hadde vi to katter.
1496280	1497580	Så hun var litt gær nå, eller?
1498040	1498840	Hun var litt aggressiv.
1499520	1499580	Ja.
1499740	1505180	Vi fikk aldri lov å bli glad i hod på samme måten som vi var med Zipp.
1505320	1505800	Ja, jeg skjønner.
1506380	1507460	Og så hadde hun katter.
1507780	1508840	Ja, vi hadde katter.
1510100	1511380	Var du glad i katter da?
1511460	1511640	Ja.
1512400	1513460	Shiba og Fanny.
1513880	1514020	Ja.
1514440	1515040	En Shiba.
1515560	1515760	Ja.
1515900	1517240	Det var en halv siamesser.
1517440	1518620	Ja, koselig.
1518860	1519120	Ja.
1520020	1521280	Det var vel det.
1521600	1522500	Det var med gardening.
1523180	1523920	Det var med gardening.
1523920	1524120	Det var med gardening.
1525080	1526020	Dine grønne fingre.
1526580	1532820	Ja, men hun hadde jo en flott hage der, som hun kommanderte folk til å stelle.
1533080	1533220	Ja.
1533380	1534660	Og hadde mye blomster.
1534860	1535000	Ja.
1535420	1536240	Som hun holdt på med.
1536560	1536680	Ja.
1536820	1537940	For det står det også i dag.
1538060	1538840	I dag did the flowers.
1539260	1539420	Ja.
1539960	1542580	Hun kommanderte ikke.
1542720	1544020	Hun snakket med folk da.
1544540	1544580	Ja.
1545240	1545560	Vel.
1546280	1546520	Nei.
1547340	1548560	Gave instructions da.
1548560	1549080	Ja, ja.
1549600	1549760	Ja, ja.
1550640	1552440	Hun var jo en snill dame.
1552680	1553220	Hun har alltid vært.
1553240	1553700	Ja, men jeg tror.
1554100	1554920	Hvis det var jo det.
1555060	1556400	Hun var jo ikke sånn militær.
1556400	1556780	Nei, nei.
1557400	1557760	Overhovedet.
1557920	1558220	Nei.
1558520	1559680	Så det var hun ikke.
1560860	1564000	Men som jeg sa, så har jeg vært innom det at han alltid var bevepnet.
1564000	1564560	jo, ja.
1565680	1566360	Ja.
1566360	1570060	Og gikk i sin kake i uniform hele tiden.
1570400	1570460	Ja.
1571600	1572640	Med tro på halten.
1573180	1573780	Hele pakka.
1574420	1575100	Altid.
1575840	1576500	Ja.
1576500	1583140	Men, var det å tenke, var dere nordhund i det hele tatt i Kenya?
1583720	1585160	Bortsett fra inn til byen.
1585600	1586040	Tikka.
1586140	1587440	Vi var i Nairobi mye.
1587600	1588220	Dere var der, ja.
1588240	1588460	Ja.
1588460	1594460	Og vi var i, og det er notert meg, vi var jo besøkte Oliver og Cynthia mange ganger.
1594680	1594840	Ja.
1595060	1599100	De bodde i et støk som heter Spring Valley.
1599400	1599520	Mhm.
1599680	1600540	Det har jeg googlet.
1600820	1600940	Mhm.
1601100	1603480	Det er en sånn ganske flott støk.
1603600	1603660	Ja.
1604880	1606200	De hadde et hus der.
1606480	1606560	Mhm.
1607600	1609960	Det husker jeg godt, det gleder jeg oss alltid til.
1610160	1610340	Mhm.
1610960	1613060	Og vi feiret Christmas Day der.
1613360	1613420	Ja.
1613460	1615140	Hver gang, hver dag.
1615480	1615480	
1615480	1617860	Så vi hadde julaften på Rubislo.
1617860	1618420	Mhm.
1618700	1619680	Norsk julaften.
1620000	1620080	Ja.
1620880	1622320	Med gaver og tre.
1622720	1622780	Mhm.
1623300	1624440	For det ville Jakob ha.
1624740	1624820	Mhm.
1625240	1627240	Og så var vi Christmas Day hos de.
1627660	1627800	Ja.
1628400	1635380	Og, og da husk, da, de hadde også et tre som de hadde tatt inn.
1635760	1637480	Og så var det levende lys på det.
1637860	1637960	Mhm.
1639280	1641600	Og de, og den tok fyr en gang til.
1641660	1643700	Og det husker jeg at den måtte de hive ut.
1644180	1644340	Mhm.
1644340	1644980	Ja.
1644980	1651400	Og det, det jeg også husker derfra, det var jo at vi ble lagt i senga til Oliver og Cynthia.
1651600	1655080	For vi, for vi, vi ble jo kjørt i bilen.
1655280	1655340	Mhm.
1655640	1657660	Om, om netten, om kvelden og nettene.
1657860	1659880	Og det, det er en egen greie jeg har om det.
1660900	1660960	Mhm.
1660960	1667500	Eh, men da husker jeg veldig godt at når jeg la meg der, så kom det alltid en katt som de hadde.
1668100	1669280	som et bambo.
1669600	1669760	Mhm.
1670180	1672900	Og la seg ved beina mine, og det synes jeg var så koselig.
1673120	1673220	Ja, ja, ja.
1673860	1678000	Det jeg snakket med Chris om etterpå, han var helt imponert at jeg husket bambo.
1678020	1678420	Ja, ikke sant.
1678720	1678780	Ja.
1678780	1678780	
1679360	1679540	Ja.
1680040	1682820	Så det, det var det.
1683220	1683460	Mhm.
1684440	1689040	Den bilen som hun kjørte, det var en DKW.
1689640	1689720	Ja.
1689720	1689720	
1690340	1697920	Den var rød, eller den hadde hvit tak.
1698180	1698260	Mhm.
1699520	1703400	Den kjørte ho, og hun kjørte ikke sent.
1703760	1703960	Mhm.
1704740	1706040	Hun kjørte fort.
1706340	1706420	Ja.
1707860	1708940	Men den på...
1708940	1711360	Men hun hadde lappen og tok hun lappen der.
1711540	1711740	Ja.
1712000	1712080	Ja.
1712980	1716760	Så hun kjørte oss til skolen hver dag, inn til Sika.
1717200	1719040	Ja, skolen selvfølgelig.
1719040	1719300	Ja.
1719540	1720980	Når begynte dere på skolen da?
1721740	1722560	Når jeg var fire.
1722900	1723040	Ja.
1723620	1725220	Men da var det mer sånn kindergarten.
1726040	1726040	
1726160	1726160	
1728100	1729100	Så hver dag.
1729660	1729840	Ja.
1730260	1737440	Hvor skolen som fire, og da gikk jo der, du gikk der til du ble åtte.
1737760	1737900	Jeg gikk.
1737900	1740700	Så da må jo du ha vært der alene nå, eller begynte Venke?
1740700	1742160	Ja, Venke begynte to år etterpå.
1742260	1746620	Jeg gikk der til jeg var seks eller sju, og så begynte jeg på en vanlig primary school.
1746880	1746980	Ja.
1746980	1746980	
1747260	1750440	Som var da bare for europæere.
1750600	1750700	Ja.
1750980	1751660	Eller hvite.
1751800	1753140	Men var preschool det også, eller?
1753220	1753420	Ja.
1753760	1755520	Ja, altså det var sånn folkskole.
1755800	1755960	Mhm.
1756720	1763020	Der begynte jeg, og der gikk jeg, helt til de bestemte seg for at vi, at så begynte ting å skje.
1763280	1763400	Mhm.
1763580	1765120	De begynte å stenge den skolen.
1765400	1765500	Mhm.
1765960	1767360	Åpne den for afrikanerne.
1767640	1767660	Mhm.
1767660	1769540	Det var da de bestemte seg for å reise igjen.
1769820	1770020	Ok.
1770020	1773100	Så da ble jeg puttet tilbake til denne her kindergarten.
1773720	1773860	Mhm.
1774380	1778200	I noen måneder, og da hadde de flyttet hele skolen opp til klubben.
1778760	1778920	Ja.
1778940	1779840	I et lokale der.
1780120	1780200	Ok.
1781420	1781680	Mhm.
1781680	1784760	Og det var et grusått menneske som vi hadde som nær inne.
1785040	1785180	Ok.
1786020	1786740	En franske.
1786820	1789900	Men hvordan var skolen på kindergarten eller prisgrunn?
1790080	1796680	Den, altså den ble da, hun, hun, Miss Forrey, Madame Poiré blir det på fransk.
1798560	1804340	Hun, hun ble da selvfølgelig betalt av de her settlerne, eller de var enige om å betale, hun.
1805100	1806160	Hun var ikke noe snill.
1806340	1807100	Nei, skjønner du.
1807240	1809820	Hun ga det ørefik, hun rappet det over fingrene.
1810160	1811000	Nei, skjønner du.
1811000	1816420	Det var, øhm, det var ikke noe særlig. Hun ble holdt et regime.
1816820	1819400	Ja, skjønner du.
1820280	1823140	Men, så du lærte jo mer av fryktene, jeg må ha.
1823140	1827960	Men det var, øhm, det var etter at den ble stengt, den du...
1827960	1829820	Nei, ja, nei, men før og etter.
1830000	1830560	Åja? Ja.
1831140	1834500	Så du opp, så du hadde ikke noe god opplevelse av skolen?
1834840	1837600	Ikke i kindergarten, nei. Jeg likte meg bedre på en andre.
1837800	1838000	Nei, ok.
1838380	1842420	Da var det ikke sånn, og der hadde jeg uniform, helt sånn britisk style, vet du.
1843020	1843800	Ok, så det var bedre.
1843820	1844880	Den gikk aldri på den.
1845100	1845620	Nei, skjønner du.
1845740	1846780	Men jeg likte den.
1847080	1847160	Ja.
1847400	1849960	Og hadde en blå uniform, husker jeg med hvit klave.
1850200	1850340	Ja.
1851800	1852980	Men hun var...
1852980	1853320	Men hun var...
1853320	1855020	Venke har jo noen minner om hun, vet du.
1855080	1858660	Hun kan sikkert utblødere det mer.
1858960	1859340	Men hun...
1860000	1860680	Det var jo...
1860680	1867260	Derfor så kunne jo jeg, i en alder av 6-7 år, så hadde jo jeg lært å plusse og gange og dele og alt,
1867340	1868820	og leste som bare det.
1869020	1869180	Ja, ja.
1869180	1871080	Altså, var jo langt fremme.
1871200	1871600	Ja, ja.
1872880	1873280	I...
1873280	1874700	Det ble jo prentet inn.
1874700	1877920	Men det var jo helt vanlig å begynne tidligere på skolen, så det var ikke sånn som her.
1878160	1878420	Nei.
1878820	1878820	
1880220	1881180	Så det...
1882160	1882640	Og...
1882640	1887440	Jeg husker min far sa etterpå at han var skeptisk til hun.
1888080	1889440	måtene hun behandlet oss på.
1889780	1889860	Mm.
1890080	1892060	Mens Rose bare blåste av det.
1892060	1892860	Jeg skjønner.
1893260	1893320	Mm.
1895260	1895740	Det...
1895740	1895940	Mm.
1896820	1897780	Og hun...
1898960	1904220	Når alle flyttet ut og var plassert rundt tilbake i Europa, de her familiene,
1905760	1910460	så gikk hun litt på omgang på besøk til de familiene hvor...
1910460	1910700	Veste var ja.
1910860	1911720	Nei, hun var Miss Farri.
1911840	1912940	Åja, den læreren.
1913180	1913320	Ja.
1913600	1914920	Og det husker jeg.
1915160	1916740	Og det er Venke og snakket om at...
1916740	1920480	En gang så var det snakk om at hun skulle komme til en risør til Norge.
1920480	1920980	Åja.
1921420	1922860	Og bos i Løkka.
1923160	1923320	Ok.
1924040	1927860	Og da husker jeg Venke og jeg vi bare protesterte.
1928000	1928380	Ja, jeg skjønner.
1929120	1931840	Og Rose mye ville liksom, husk det var greit.
1932000	1933140	Men da sa Jakob nei.
1933400	1933600	Ok.
1934540	1935240	Det er sant.
1935440	1936940	Det skal vi ikke ha her.
1937460	1937860	Mm, ok.
1938840	1942280	For hun drev å skrive brev med hun.
1942440	1943000	Ja, jeg skjønner.
1944200	1948140	Hun var vel sikkert vant det litt av hvert fra sin oppvekst da.
1948400	1948800	Sikkert.
1948800	1949200	Sikkert.
1949200	1949800	Jeg vet ikke hvorfor.
1949940	1950440	Veldig lenge siden.
1950780	1950960	Ja.
1951980	1952160	Ja.
1952700	1955420	Men der ble vi jo kjørt frem og tilbake i den bilen.
1955580	1955660	Mm.
1955760	1957400	Uten sikkerhets eller ingenting.
1957820	1958900	Kjørtes veldig fort.
1959160	1960600	På støvete veier.
1960880	1960960	Mm.
1961100	1966040	Det var som jeg sa til Svein, herregud, det står jo bare at hun vasker jo den bilen hele tiden.
1968620	1969040	Mm.
1969040	1969620	Ja, det er klart.
1969860	1975360	Og at vi satt og kikket ut vinduet på bak, så så du bare en størvsky.
1975640	1975760	Mm.
1976480	1980140	Når hun kjørte den bilen så hadde hun alltid pepperspray i håndvæsken sin.
1980140	1981480	For?
1981820	1982320	For?
1982320	1983320	Ja.
1983320	1984240	Ja.
1984660	1985260	Ja.
1985260	1987860	at noen skulle begynne å tro oss.
1987940	1988340	Ja, skjønt.
1988500	1988920	Ja.
1988960	1990820	Da var hun, da det hadde alle.
1991220	1991340	Mm.
1992280	1998760	Det er også et bilde her av noen settler, kvinner med våpen.
1998760	1999400	Ja.
1999740	2000480	Hadde hun åpnet?
2000560	2000920	Nei.
2001220	2002740	Hun hadde den her sprayen.
2002980	2003320	Ja, ok.
2003760	2003820	Mm.
2004080	2005700	Jeg kan aldri huske at den ble brukt.
2005780	2007860	Det var ikke det noe, det var ikke mot dyr også eller?
2008180	2008480	Med spray?
2008700	2008960	Nei, nei.
2009160	2011920	Det var sprayer rett i trøyn på folk hvis de...
2011920	2014080	Og det var bare sånn fuggs liksom?
2014240	2017760	Ja, hvis det var en breakdown da, at bilen stod stille, ikke sant?
2017860	2019280	Det var jo ikke mobil eller noen ting.
2019540	2019620	Ja.
2019720	2021140	Men det var bare kriminelle da?
2021360	2021560	Ja, det også.
2021560	2023360	Det var sånn opprører eller...
2023360	2024420	Nei, men det var...
2024420	2025220	Så det også.
2027840	2028200	Mm.
2028200	2032040	Men tilbake til den klubben, der det var samlings...
2032040	2034580	Det var samlingspunktet hvor de møtte folk.
2034960	2034960	
2035220	2040840	Og hvis de skulle på en party der, så ble vi tatt med i bilen.
2041760	2043020	Ferdig i pysjen.
2043500	2043720	Ok.
2044940	2050200	Og så ble vi lagt i bilen i baksete.
2051880	2054840	Mens de var på fest.
2055020	2055640	Ja, det er sant?
2055920	2057040	Ja, det husker jeg.
2057040	2057380	Ja.
2057600	2059040	Jeg vet ikke om jeg ikke husker det.
2059200	2059720	Veldig sprekt.
2059800	2060800	Hvorfor jeg husker det?
2061320	2068920	Det er fordi at det var en vaktmann som kom med jevne mellomrom og kikket inn i bilen og se at alt var greit.
2068940	2069720	Var du redd da?
2070160	2070500	Nei.
2070640	2072020	Og vi visste at han kom.
2072140	2072640	Ja, jeg skjønner.
2072740	2074300	Ja, men liksom bare var du...
2074300	2075040	Synes at det var skummelt?
2075740	2077860	Eller følte du deg trygge som så i bilen?
2077860	2078660	Det var jo sånn det var.
2078820	2079280	Ja, jeg skjønner.
2079600	2080940	Det var det som var vanlig.
2081580	2084560	Vet du, i dag vet du det høres jo helt vink ut.
2084560	2085100	Ja, ja, ja.
2085680	2091080	Og jeg er jo helt sikker på det at det var hun som kjørte hjem i stupmørket.
2092120	2094000	Og at han ikke var edru.
2094200	2095280	Det er jeg helt sikker på.
2096340	2099100	Og så ble vi lagt i senga.
2099380	2101600	Men de hadde jo ikke barnepiker og ingenting.
2101780	2103940	Og de ville ikke la oss være alene med Ajan.
2105140	2106900	Så det er sånn var det.
2107120	2107540	Jeg skjønner.
2108340	2111080	Men bare for å se for seg hvordan de fest...
2111620	2114080	For da var det dansker, var det alle nordmenn?
2115160	2116880	Nordmenn, dansker, briter.
2117200	2117340	Ja.
2118260	2120360	Og de hadde forskjellige...
2120360	2121720	De fleste...
2121720	2124800	Noen hadde kaffe, noen hadde kveg, noe drev med det.
2125260	2127140	Jeg husker det var en veterinærfamilie.
2128440	2130120	Jeg tror de var briter.
2130380	2131220	Litt usikre.
2131520	2134340	For i hvert fall så husker jeg det var de som behandlet bikkene.
2135340	2135800	Ja, liksom.
2137540	2138860	Som et luks.
2139340	2139460	Ja.
2141160	2141620	Men...
2146600	2147560	Fordi det...
2147560	2147920	Fordi det...
2147920	2148260	Fordi det...
2149040	2149520	Fordi det...
2149520	2150020	Fordi det...
2150020	2150020	
2150020	2150020	
2150020	2150620	For bestefar...
2151260	2153580	Du sa han var liksom dårlig engelsk.
2153720	2154540	Men han...
2154540	2156580	Men så hvem var han sin venner?
2156660	2158720	Var det liksom europskandinavere?
2159120	2159180	Ja.
2159900	2160380	Meret?
2160440	2161300	Vet du det, eller?
2161560	2163620	Det var mye skandinavere, og...
2163620	2167540	Og de han møtte på de klubbene, vet du, som han vanket på.
2167600	2169600	For det var jo det som var det sosiale livet.
2169760	2169900	Mhm.
2170040	2171000	For de settlerne, da.
2171160	2171280	Mhm.
2171800	2173020	Og det står det en del om der.
2173200	2174520	Og han trivdes med det, eller?
2174700	2174800	Ja.
2175020	2175220	Ja.
2175880	2178620	Men det kan jo fortelle deg om hva...
2179180	2180300	Første gang jeg hørte norsk.
2180700	2180840	Ja.
2181480	2182620	Fordi at vi forstod jo...
2183140	2186060	Eller jeg forstod jo etter hvert at min far ikke var engelsk.
2186180	2186300	Mhm.
2187360	2188360	Det fikk han jo høre.
2188620	2188740	Mhm.
2188900	2190620	Og at han var fra...
2190620	2190840	Ja.
2191040	2192560	Men han snakker jo engelsk med det, selvfølgelig.
2192560	2192800	Ja.
2193320	2193320	
2193600	2193660	Ja.
2194940	2195420	Men...
2195420	2197680	Så var vi på besøk hos...
2198580	2200620	Dan Koren, som jeg har nevnt før.
2200840	2201840	Og Versla Koren.
2202020	2204800	Hans kusine Versla Koren, og Dan Koren.
2204960	2205040	Mhm.
2205440	2207040	Der han opprinnelig begynte å jobbe.
2207140	2208980	Der var vi flere ganger på besøk.
2209180	2209260	Mhm.
2210000	2211040	Og de hadde to barn.
2211440	2211600	Ja.
2213180	2214140	Ellen og...
2215500	2215980	Billen.
2216280	2216440	Mhm.
2216860	2217380	Hette de.
2217640	2217720	Mhm.
2218420	2221440	Og det husker jeg at jeg kom ut av den bilen.
2221440	2223540	må jo ha vært 5, 4, 5 år.
2223920	2226420	Og så begynte min far plutselig å snakke norsk.
2226520	2227040	Ja, ja, ja.
2227460	2227520	Ja.
2227520	2229140	Og da forstod jeg ingenting.
2229340	2229900	Ja, nei, ikke sant.
2230280	2233280	Og det var da det gikk opp for meg at han var fra et annet land.
2233540	2233680	Mhm.
2235200	2235360	Mhm.
2235640	2237140	For de snakket, og de to...
2237140	2239140	De snakket norsk, de to ungene.
2239440	2239520	Mhm.
2240480	2242440	For begge foreldrene var det norsk, ikke sant?
2242920	2243320	Ja, selvfølgelig.
2244300	2244920	Ja, ja, ja.
2245140	2245460	Ja, ja.
2245460	2246980	Jeg tror at det hadde vært omvendt.
2247140	2247380	Mhm.
2249320	2249960	At, eh...
2249960	2251040	Rose hadde vært norsk.
2251140	2251220	Mhm.
2251440	2253040	Så tror jeg vi hadde lært norsk.
2253100	2253620	Ja, ja, ja.
2253620	2254040	Helt sikkert.
2254540	2254900	Helt sikkert.
2255000	2255660	Det tror jeg.
2256720	2257360	Men, eh...
2257360	2259660	Men de snakket engelsk og de var da, selvfølgelig.
2259700	2260160	Ja, ja, ja, ja.
2260500	2260560	Ja, ja, ja.
2260560	2262380	De var bilingual, som de heter da.
2262960	2263020	Ja, ja, ja.
2263020	2263700	Sånn som jeg er da.
2263820	2266280	Så det kunne bare snakket med de på engelsk og sånn?
2266600	2266760	Ja, ja.
2267120	2267220	Mhm.
2268640	2273540	Så det var første gangen de skjønte det.
2274600	2280900	Vet du om de, den koren, familien har de inn, og connections fortsatt, eller vet du noe om de nå, eller?
2281160	2284940	Jeg vet at han, Willen, bor oppe i Jevnaker.
2285360	2285500	Ok.
2286280	2290240	Og var vel rådmann, da. Det tror jeg.
2290520	2291080	Ok, skjønner.
2292240	2292440	Mhm.
2292840	2295820	Om Ellen, jeg prøvde å google dem, men det fant jeg ikke ut av.
2296020	2296740	Nei, skjønner.
2296740	2298500	Han danner bilder her.
2298640	2298840	Ja.
2299520	2299520	
2301740	2302860	Så, ja.
2303260	2304020	Ja, det er interessant.
2306200	2309240	Men bestemåret hadde hun det bra sosialt?
2309360	2309520	Ja.
2309980	2313300	Jeg tror det var det beste livet av livet de hadde.
2313840	2314600	Det var det.
2314880	2315280	Mhm.
2315700	2316880	Det tror jeg faktisk.
2317140	2317160	Mhm.
2317360	2318920	Og de virket veldig aktive, liksom.
2319160	2319320	Ja.
2319440	2319780	Ja.
2321060	2324400	Og spilte tennis, og ja.
2324400	2325460	Ja.
2326100	2334180	Det var et eget liv som de, og det trodde de skulle være, men det gjorde de jo ikke.
2334580	2334700	Mhm.
2335080	2345020	Og så ble det jo etter hvert mer og mer snakk om at Kenya skulle bli independent, og det skulle være overgangsstyre.
2345020	2345500	Ja.
2345740	2347660	Og så var det han berømmelige Kenyatta.
2348040	2348300	Ja, ja.
2349520	2352400	Som, det var et skjensord nærmest, ikke sant?
2353040	2353040	
2353040	2355080	I min fars munn.
2355160	2355820	Ja, skjønner jeg.
2359280	2359320	Ja.
2359340	2359360	Ja.
2359380	2359400	Ja.
2359400	2365820	at det er en gang.
2369220	2369440	Ja.
2370500	2371900	Ja.
2380300	2381700	Ja.
2385180	2386580	Ja.
2386580	2386920	Jeg skjønner.
2387100	2390280	Så det, det skulle gå gradvis, men...
2390280	2397040	Så da var du uf. 24, 6 år i 60, og så var det 63.
2397040	2398720	de ble det tennende?
2399540	2405340	Jeg tror de bestemte seg i 62, for at nå var det slutt.
2405480	2405600	Ja.
2405840	2409120	Men, ok, så hva var grunnen til at de flytta?
2409500	2411280	Førte disse uttrykket, eller?
2411460	2413300	Ja, og de så ingen fremtid der lenger.
2413800	2420460	Fordi det ble mer og mer bestemt at disse her farmene skulle bli overtatt av kenyane.
2420460	2421480	Ja, jeg skjønner, ja.
2423140	2427600	Og det skulle gradvis gå over til å bli independent.
2428280	2432420	Og som jeg fortalte, er den skolen jeg gikk på ble jo stengt, og det ble jo afrikansk.
2432740	2437120	Så her var det... De så ikke for seg noe fremtid der.
2438380	2443780	Og det her skjedde jo på ingen måte inn noe bakom, men det var jo det samme skjedde jo i alle...
2443780	2443880	Ja.
2444440	2446460	Så jeg vet ikke, liksom, Nord-Tanzania...
2447280	2450060	Det var kanskje før, det husker jeg ikke.
2450060	2452700	Det var en modell som ble fukt.
2452960	2453580	Men det var...
2453580	2457040	Men jeg må liksom tenke deg noe mer fra...
2457040	2458780	Jo da...
2458780	2462220	Jeg kan jo snakke om bursdene våre.
2462780	2463520	Ja, det er kult.
2464540	2467080	Det var... Da fikk vi to valg.
2467760	2471060	Enten om vi kunne gå i The National Park.
2471900	2473580	Ja, det har jeg skrevet opp.
2473780	2475580	Ja, The National Park, det...
2476100	2480380	Hvor du så dyrelivet, du kjørte bil og så så du dyrelivet fra bilen.
2480380	2480500	Mm.
2481860	2483480	Eller Slangeparken i Nairobi.
2483780	2483920	Mm.
2484080	2487120	For det var jo skrekkelig spennende.
2487420	2488280	Mm. Kult.
2488280	2489440	Så det var...
2489440	2491580	Det var liksom The Birthday Treat.
2491940	2491940	
2491940	2491940	
2496880	2498480	Det var liksom...
2498480	2498700	Det var liksom...
2498700	2498700	
2498700	2498700	
2498700	2498700	
2498700	2498700	
2498700	2499880	Det var liksom veldig...
2499880	2500860	Det synes vi var gøy.
2510240	2511000	Mm.
2511000	2511000	
2511720	2514760	Og hun var jo alltid interessert i om vi kunne se noe spennende.
2514840	2519240	Og så fikk vi lov å gå ut av den bilen på enkelte skjermasteder.
2519760	2520160	Mm.
2520160	2522660	Blant annet en plass hvor det var...
2522660	2526380	Du så ned på en elv og på den andre siden av den elva der lå det en svært kokodylle.
2526540	2526540	
2526540	2527820	Det synes vi var veldig spennende.
2528060	2528180	Mm.
2528420	2531440	Og så var det jo da apekatter rundt det hele tiden.
2531800	2531800	
2531960	2533440	Og det nasket jo.
2533600	2534000	Ja, det husker jeg jo.
2534000	2534980	Det skjedde med meg jo ikke.
2535300	2535460	Ja.
2535740	2536580	Den der jævla...
2536580	2538060	Den lille jeg kom inn og stjal.
2538280	2538820	Det var så viktig.
2540160	2541300	Det skjedde med oss liksom.
2541420	2543020	Inne i safari-trykken så var vinduet åpent.
2543140	2543840	Og så kom den inn.
2544240	2548420	Og så lå det en frukt eller banan eller et eller annet.
2548560	2549120	Hoppet inn.
2549660	2550000	Og så...
2550480	2551580	Nå var det flere ting der.
2551640	2553540	Så tok den først en i kjeften.
2554260	2554540	Liksom.
2554580	2555960	En sånn kjapt opp i kjeften.
2556060	2557800	Og så tok den retten med hendene.
2557940	2558940	Og så hoppet den litt.
2559060	2560520	Med en i kjeften og liksom...
2560520	2560800	Ja, ja.
2560980	2562440	Armene fulle i det han gjort før liksom.
2562560	2563440	Og så ut av vinduet.
2563560	2564040	Og så bare...
2564040	2564880	Så det ble robba.
2565220	2565460	Ja, ja.
2565620	2566460	Det var trolig.
2566460	2567120	Det var veldig...
2567120	2568700	Det var på en måte liksom...
2568700	2570000	Da hadde vi piknik, ikke sant?
2570320	2570640	Ja, ja.
2571780	2572580	Og så...
2572580	2574460	Og så dere løver og...
2575040	2576080	Jeg kan ikke huske det.
2576320	2576520	Ok.
2576960	2578020	Men hvor vet du hvor det var?
2578020	2580080	Ja, visst var det løver der, men...
2580080	2581480	Ja, men hvor dere var...
2581480	2582360	Hvilken nasjonalpå var det?
2582600	2582900	Var det masser av her?
2583160	2583300	Nairobi.
2583420	2584800	Nairobi National Park, ikke?
2584800	2585000	Ok.
2585240	2586220	Så det var ikke masser av her...
2586220	2586860	Nei, nei.
2587320	2588500	Nairobi National Park.
2588760	2589560	Så det...
2589560	2591060	Det var ikke så stor.
2591460	2591520	Det var fantastisk.
2591520	2594020	Nei, det var kanskje ikke så utarbeidet i...
2594640	2595040	Nei.
2595320	2597140	Jeg tror ikke turismen var startet.
2597280	2599100	For alvor sikkert safarier og sånn.
2599140	2599500	Ja, ja.
2599600	2601000	Men ikke sånn som det...
2601000	2601440	Nei.
2601660	2603140	Som det var viktig utbygd som det nå.
2603440	2603820	Nei.
2603820	2604560	Ja.
2604560	2605960	Det var jo vært en fantastisk bil inn.
2606240	2606560	Ja.
2607080	2613140	Og vi så jo gnue og sebrer og flokker og måtte stoppe bilen mens de krysset veien.
2613600	2619020	Og det vi syntes var ekkelt det var jo når vi skulle ut av parken og så stod vi i kø.
2619300	2622880	Og så kom de her i Bavianen og satt seg på biltaket.
2623060	2623200	Ja.
2623340	2624900	Og da måtte vi lukke alle vinduene.
2625240	2625240	
2625420	2629780	Og så bøyde de seg ned og kikket inn i bilen og det syntes vi var så skummelt.
2629980	2630060	Ja.
2630180	2631560	Da hylte jo enkelt det.
2631660	2632340	De var jo skummelt.
2632340	2632460	Ja.
2632600	2632800	Ja.
2633960	2636020	Så det var jo debøtet i tvil.
2636100	2638360	Og så feiret vi bursdagen på klubben.
2638740	2638940	Ja.
2640100	2640580	Ofte.
2641240	2642980	Så det var også et sted, ikke sant?
2642980	2645600	Med venner og husker du noen venner og sånn?
2646000	2646000	
2646580	2648340	Jeg husker noen av de ungene.
2648840	2649040	Mhm.
2650100	2650680	Det gjør det.
2650960	2651080	Mhm.
2651320	2659400	Og så hadde vi, satt vi på den verandaen på den klubben og så hadde de masse kaker og masse gelé.
2659400	2659400	
2659660	2666840	Og det, siden jeg, jeg har jo aldri likt gelé siden, så ble jeg tvingt å ete den geléen.
2667340	2668640	Jeg kan ikke få dra gelé.
2668780	2668920	Nei.
2668920	2669660	Det er fra den tiden.
2670320	2670720	Mhm.
2670720	2671680	Det var helt forferdelig.
2671880	2671880	
2672680	2675080	Men det, da ble vi jo dresset opp, ikke sant?
2675520	2675520	
2675520	2676720	Så ja.
2678080	2682620	Men jeg husker nå fra den kindergartensskolen så hadde vi noe som heter Sports Day.
2683020	2683080	Mhm.
2684180	2694600	Og da hadde vi sånn, formasjonsgreier med flagg hvor vi måtte, hvor ho med hår, han styrte oss rundt.
2694760	2694940	Mhm.
2695040	2696300	Det tror jeg også var filmet.
